mileage,make,model,fuel,gear,offerType,price,hp,year,make_model
47310,Renault,Clio,Gasoline,Manual,Used,11470,90,2018,RenaultClio
48851,Renault,Twingo,Gasoline,Manual,Used,3880,58,2011,RenaultTwingo
235000,Renault,Scenic,Diesel,Manual,Used,3900,131,2011,RenaultScenic
55253,Renault,Twingo,Gasoline,Manual,Used,3990,75,2012,RenaultTwingo
29500,Renault,Twingo,Gasoline,Manual,Used,4400,75,2014,RenaultTwingo
105000,Renault,Twingo,Gasoline,Manual,Used,4800,71,2014,RenaultTwingo
59000,Renault,Twingo,Gasoline,Manual,Used,4850,71,2014,RenaultTwingo
61238,Renault,Scenic,Diesel,Automatic,Used,16660,160,2016,RenaultScenic
48774,Renault,Twingo,Gasoline,Manual,Used,6999,69,2019,RenaultTwingo
59000,Renault,Scenic,Gasoline,Manual,Used,6500,116,2013,RenaultScenic
119000,Renault,Megane,Diesel,Manual,Used,6950,110,2015,RenaultMegane
72000,Renault,Twingo,Gasoline,Manual,Used,6200,71,2016,RenaultTwingo
100000,Renault,Clio,Diesel,Manual,Used,6700,75,2016,RenaultClio
35570,Renault,Scenic,Gasoline,Manual,Used,14990,132,2017,RenaultScenic
111000,Renault,Megane,Diesel,Manual,Used,5500,106,2011,RenaultMegane
67500,Renault,Clio,Gasoline,Manual,Used,6500,73,2013,RenaultClio
13049,Renault,Twingo,Gasoline,Manual,Used,6490,71,2015,RenaultTwingo
45798,Renault,Twingo,Gasoline,Manual,Used,6495,71,2015,RenaultTwingo
72563,Renault,Megane,Gasoline,Manual,Used,6699,110,2015,RenaultMegane
73962,Renault,Clio,Diesel,Manual,Used,6500,75,2016,RenaultClio
111900,Renault,Twingo,Gasoline,Manual,Used,2590,75,2011,RenaultTwingo
104000,Renault,Twingo,Gasoline,Manual,Used,2800,75,2011,RenaultTwingo
97000,Renault,Twingo,Gasoline,Manual,Used,3490,75,2012,RenaultTwingo
112241,Renault,Clio,Gasoline,Manual,Used,3500,75,2012,RenaultClio
79000,Renault,Twingo,Gasoline,Manual,Used,3700,75,2012,RenaultTwingo
127800,Renault,Clio,Gasoline,Manual,Used,3700,75,2012,RenaultClio
82400,Renault,Twingo,Gasoline,Manual,Used,3390,75,2013,RenaultTwingo
72820,Renault,Twingo,Gasoline,Manual,Used,3400,75,2013,RenaultTwingo
92000,Renault,Twingo,Gasoline,Manual,Used,3500,75,2013,RenaultTwingo
80000,Renault,Twingo,Gasoline,Manual,Used,3700,75,2013,RenaultTwingo
130000,Renault,Twingo,Gasoline,Manual,Used,3890,75,2013,RenaultTwingo
148000,Renault,Twingo,Gasoline,Manual,Used,3450,75,2014,RenaultTwingo
120000,Renault,Clio,Diesel,Manual,Used,5990,90,2015,RenaultClio
120000,Renault,Clio,Diesel,Manual,Used,6590,90,2015,RenaultClio
108000,Renault,Megane,Diesel,Manual,Used,8888,110,2015,RenaultMegane
12438,Renault,Megane,Gasoline,Manual,Used,17489,140,2019,RenaultMegane
100,Renault,Megane,Diesel,Manual,Pre-registered,18535,116,2019,RenaultMegane
93000,Renault,Twingo,Gasoline,Manual,Used,2900,75,2011,RenaultTwingo
229000,Renault,Kangoo,Diesel,Manual,Used,2900,86,2011,RenaultKangoo
125000,Renault,Clio,Gasoline,Manual,Used,2990,58,2011,RenaultClio
149000,Renault,Twingo,Gasoline,Manual,Used,3000,75,2011,RenaultTwingo
101186,Renault,Clio,Gasoline,Manual,Used,2500,75,2012,RenaultClio
100000,Renault,Clio,Gasoline,Manual,Used,2650,75,2012,RenaultClio
144000,Renault,Twingo,Gasoline,Manual,Used,2850,75,2012,RenaultTwingo
123500,Renault,Twingo,Gasoline,Manual,Used,2950,75,2013,RenaultTwingo
104000,Renault,Twingo,Gasoline,Manual,Used,2999,75,2013,RenaultTwingo
104000,Renault,Twingo,Gasoline,Manual,Used,2999,75,2013,RenaultTwingo
151700,Renault,Twingo,Gasoline,Manual,Used,2999,75,2013,RenaultTwingo
148000,Renault,Twingo,Gasoline,Manual,Used,3450,75,2014,RenaultTwingo
155000,Renault,Megane,Diesel,Automatic,Used,6500,110,2013,RenaultMegane
155000,Renault,Megane,Diesel,Automatic,Used,6550,110,2013,RenaultMegane
147000,Renault,Megane,Diesel,Automatic,Used,6999,110,2014,RenaultMegane
26592,Renault,ZOE,Electric,Automatic,Used,6880,92,2015,RenaultZOE
174900,Renault,Megane,Diesel,Manual,Used,6890,110,2015,RenaultMegane
55264,Renault,Twingo,Gasoline,Manual,Used,7250,69,2016,RenaultTwingo
25,Renault,Clio,Gasoline,Automatic,Used,19990,131,2020,RenaultClio
119000,Renault,Twingo,Gasoline,Manual,Used,3199,75,2011,RenaultTwingo
90248,Renault,Twingo,Gasoline,Manual,Used,3200,75,2011,RenaultTwingo
101000,Renault,Twingo,Gasoline,Manual,Used,3250,75,2011,RenaultTwingo
130000,Renault,Twingo,Gasoline,Manual,Used,3300,75,2011,RenaultTwingo
124721,Renault,Twingo,Gasoline,Manual,Used,3200,75,2012,RenaultTwingo
94064,Renault,Clio,Gasoline,Manual,Used,3399,75,2012,RenaultClio
95000,Renault,Clio,Gasoline,Manual,Used,3400,75,2012,RenaultClio
155600,Renault,Clio,Diesel,Manual,Used,3490,68,2012,RenaultClio
71100,Renault,Twingo,Gasoline,Manual,Used,3990,75,2013,RenaultTwingo
52736,Renault,Twingo,Gasoline,Manual,Used,3990,75,2013,RenaultTwingo
116233,Renault,Twingo,Gasoline,Manual,Used,3490,75,2014,RenaultTwingo
134400,Renault,Twingo,Gasoline,Manual,Used,4650,90,2015,RenaultTwingo
55000,Renault,Megane,Gasoline,Manual,Used,20900,273,2016,RenaultMegane
136000,Renault,Megane,Gasoline,Manual,Used,4800,101,2012,RenaultMegane
149000,Renault,Megane,Gasoline,Manual,Used,4950,101,2012,RenaultMegane
115381,Renault,Clio,Gasoline,Manual,Used,6200,90,2013,RenaultClio
158300,Renault,Megane,Diesel,Manual,Used,6250,110,2013,RenaultMegane
37800,Renault,Twingo,Gasoline,Automatic,Used,6280,75,2014,RenaultTwingo
110000,Renault,Megane,Diesel,Manual,Used,6350,110,2014,RenaultMegane
63550,Renault,Megane,Gasoline,Manual,Used,6990,110,2015,RenaultMegane
138000,Renault,Megane,Diesel,Automatic,Used,12990,163,2017,RenaultMegane
160000,Renault,Scenic,Diesel,Manual,Used,4100,131,2011,RenaultScenic
37128,Renault,Twingo,Gasoline,Manual,Used,5200,71,2014,RenaultTwingo
52000,Renault,Twingo,Gasoline,Manual,Used,5300,75,2014,RenaultTwingo
119934,Renault,Kangoo,Diesel,Manual,Used,5250,90,2015,RenaultKangoo
46000,Renault,Twingo,Gasoline,Manual,Used,5500,71,2015,RenaultTwingo
28989,Renault,Megane,Gasoline,Manual,Used,16900,140,2019,RenaultMegane
8520,Renault,Twingo,Gasoline,Manual,Used,10440,90,2020,RenaultTwingo
10,Renault,Twingo,Gasoline,Manual,Pre-registered,12790,73,2020,RenaultTwingo
10,Renault,Captur,Gasoline,Manual,Pre-registered,19490,101,2020,RenaultCaptur
6000,Renault,Captur,Gasoline,Manual,Demonstration,20950,131,2020,RenaultCaptur
58000,Renault,Megane,Gasoline,Manual,Used,7400,116,2013,RenaultMegane
100000,Renault,Clio,Diesel,Manual,Used,7140,75,2016,RenaultClio
94000,Renault,Clio,Diesel,Manual,Used,7500,75,2016,RenaultClio
35000,Renault,Twingo,Gasoline,Manual,Used,7500,71,2016,RenaultTwingo
129000,Renault,Kangoo,Diesel,Manual,Used,7735,90,2016,RenaultKangoo
70000,Renault,Clio,Diesel,Manual,Used,7750,75,2016,RenaultClio
104100,Renault,Kangoo,Gasoline,Manual,Used,5890,87,2011,RenaultKangoo
68910,Renault,Kangoo,Gasoline,Manual,Used,6990,106,2013,RenaultKangoo
74966,Renault,Twingo,Gasoline,Manual,Used,6777,71,2014,RenaultTwingo
229000,Renault,Kangoo,Diesel,Manual,Used,2900,86,2011,RenaultKangoo
56641,Renault,Clio,Gasoline,Manual,Used,2980,75,2011,RenaultClio
110000,Renault,Twingo,Gasoline,Manual,Used,3199,75,2011,RenaultTwingo
86600,Renault,Twingo,Gasoline,Manual,Used,3800,75,2012,RenaultTwingo
92872,Renault,Clio,Gasoline,Manual,Used,3990,75,2012,RenaultClio
73000,Renault,Clio,Gasoline,Manual,Used,3990,75,2012,RenaultClio
107000,Renault,Twingo,Gasoline,Manual,Used,3999,75,2012,RenaultTwingo
117000,Renault,Twingo,Gasoline,Manual,Used,3950,75,2013,RenaultTwingo
54000,Renault,Twingo,Gasoline,Manual,Used,3999,75,2013,RenaultTwingo
92000,Renault,Twingo,Gasoline,Manual,Used,4250,75,2013,RenaultTwingo
72500,Renault,Twingo,Gasoline,Manual,Used,4450,75,2014,RenaultTwingo
62200,Renault,Twingo,Gasoline,Manual,Used,4700,75,2014,RenaultTwingo
63000,Renault,Twingo,Gasoline,Manual,Used,4750,75,2014,RenaultTwingo
16772,Renault,Scenic,Gasoline,Automatic,Used,19420,140,2019,RenaultScenic
17999,Renault,Megane,Gasoline,Automatic,Used,19900,159,2019,RenaultMegane
103000,Renault,Clio,Gasoline,Manual,Used,3100,75,2011,RenaultClio
110000,Renault,Twingo,Gasoline,Manual,Used,3199,75,2011,RenaultTwingo
142000,Renault,Clio,Gasoline,Manual,Used,3200,75,2011,RenaultClio
142000,Renault,Clio,Gasoline,Manual,Used,3200,75,2011,RenaultClio
73500,Renault,Clio,Gasoline,Manual,Used,3350,58,2011,RenaultClio
93427,Renault,Twingo,Gasoline,Manual,Used,3350,58,2011,RenaultTwingo
114000,Renault,Clio,Gasoline,Manual,Used,3490,75,2012,RenaultClio
97000,Renault,Twingo,Gasoline,Manual,Used,3600,75,2012,RenaultTwingo
38000,Renault,Twingo,Gasoline,Manual,Used,3990,75,2013,RenaultTwingo
54000,Renault,Twingo,Gasoline,Manual,Used,3999,75,2013,RenaultTwingo
72500,Renault,Twingo,Gasoline,Manual,Used,4450,75,2014,RenaultTwingo
111508,Renault,Kangoo,Diesel,Manual,Used,7350,109,2013,RenaultKangoo
48258,Renault,Clio,Gasoline,Manual,Used,7690,90,2014,RenaultClio
74700,Renault,Megane,Gasoline,Manual,Used,8290,116,2014,RenaultMegane
67100,Renault,Clio,Diesel,Manual,Used,8300,75,2014,RenaultClio
64000,Renault,Megane,Gasoline,Manual,Used,7499,110,2015,RenaultMegane
65364,Renault,Clio,Gasoline,Manual,Used,7650,90,2015,RenaultClio
49000,Renault,ZOE,Electric,Automatic,Used,7250,92,2016,RenaultZOE
52908,Renault,ZOE,Electric,Automatic,Used,7380,92,2016,RenaultZOE
120000,Renault,Kangoo,Diesel,Manual,Used,7497,90,2016,RenaultKangoo
49000,Renault,Twingo,Gasoline,Manual,Used,3450,75,2011,RenaultTwingo
111600,Renault,Twingo,Gasoline,Manual,Used,3490,75,2011,RenaultTwingo
72000,Renault,Clio,Gasoline,Manual,Used,3490,75,2011,RenaultClio
89000,Renault,Twingo,Gasoline,Manual,Used,3500,75,2011,RenaultTwingo
95000,Renault,Clio,Gasoline,Manual,Used,3500,75,2012,RenaultClio
59300,Renault,Twingo,Gasoline,Manual,Used,3600,75,2012,RenaultTwingo
127000,Renault,Twingo,Gasoline,Manual,Used,3720,75,2012,RenaultTwingo
98000,Renault,Twingo,Gasoline,Manual,Used,3800,75,2012,RenaultTwingo
134000,Renault,Kangoo,Diesel,Manual,Used,4200,75,2013,RenaultKangoo
97890,Renault,Twingo,Gasoline,Manual,Used,4400,75,2013,RenaultTwingo
60927,Renault,Twingo,Gasoline,Manual,Used,4490,75,2013,RenaultTwingo
40000,Renault,Twingo,Gasoline,Manual,Used,4950,75,2014,RenaultTwingo
82000,Renault,Twingo,Gasoline,Manual,Used,4990,75,2014,RenaultTwingo
86000,Renault,Twingo,Gasoline,Manual,Used,5200,71,2014,RenaultTwingo
135000,Renault,ZOE,Electric,Automatic,Used,4880,58,2015,RenaultZOE
133500,Renault,Twingo,Gasoline,Manual,Used,4950,90,2015,RenaultTwingo
149880,Renault,Megane,Diesel,Manual,Used,4998,110,2015,RenaultMegane
71000,Renault,Megane,Gasoline,Manual,Used,5190,132,2015,RenaultMegane
69800,Renault,Twingo,Gasoline,Manual,Used,5300,71,2015,RenaultTwingo
64002,Renault,ZOE,Electric,Automatic,Used,7770,88,2016,RenaultZOE
58350,Renault,Clio,Gasoline,Manual,Used,7799,73,2016,RenaultClio
95170,Renault,Clio,Gasoline,Manual,Used,8670,90,2016,RenaultClio
27780,Renault,Clio,Gasoline,Manual,Used,10250,90,2017,RenaultClio
112000,Renault,Scenic,Gasoline,Manual,Used,4990,131,2011,RenaultScenic
94000,Renault,Clio,Gasoline,Manual,Used,6800,90,2013,RenaultClio
16253,Renault,Twingo,Gasoline,Manual,Used,6500,75,2014,RenaultTwingo
60000,Renault,Twingo,Gasoline,Manual,Used,6575,71,2014,RenaultTwingo
99700,Renault,Scenic,Gasoline,Manual,Used,6780,132,2014,RenaultScenic
65000,Renault,Twingo,Gasoline,Manual,Used,6890,90,2014,RenaultTwingo
71100,Renault,ZOE,Electric,Automatic,Used,6975,88,2014,RenaultZOE
15000,Renault,Twingo,Gasoline,Manual,Used,7000,71,2015,RenaultTwingo
40170,Renault,ZOE,-/- (Fuel),Automatic,Used,7575,92,2015,RenaultZOE
54500,Renault,Clio,Gasoline,Manual,Used,6800,73,2016,RenaultClio
1050,Renault,Kangoo,Diesel,Manual,Pre-registered,17850,90,2017,RenaultKangoo
14500,Renault,Twingo,Gasoline,Manual,Used,4890,75,2012,RenaultTwingo
115585,Renault,Clio,Gasoline,Manual,Used,4990,75,2012,RenaultClio
115585,Renault,Clio,Gasoline,Manual,Used,4990,75,2012,RenaultClio
50000,Renault,Twingo,Gasoline,Manual,Used,5980,71,2015,RenaultTwingo
80000,Renault,Twingo,Gasoline,Manual,Used,6200,71,2015,RenaultTwingo
19151,Renault,Megane,Gasoline,Manual,Used,19470,159,2019,RenaultMegane
115282,Renault,Megane,Gasoline,Manual,Used,6490,116,2012,RenaultMegane
145982,Renault,Kangoo,Diesel,Manual,Used,7790,90,2014,RenaultKangoo
120440,Renault,Scenic,Diesel,Manual,Used,7880,110,2014,RenaultScenic
74000,Renault,Megane,Diesel,Manual,Used,8480,110,2015,RenaultMegane
54500,Renault,Clio,Diesel,Manual,Used,7750,75,2016,RenaultClio
100000,Renault,Megane,Diesel,Manual,Used,7750,110,2016,RenaultMegane
87061,Renault,Megane,Gasoline,Manual,Used,6499,101,2012,RenaultMegane
101360,Renault,Kangoo,Diesel,Manual,Used,6799,90,2012,RenaultKangoo
80621,Renault,Megane,Diesel,Automatic,Used,7640,110,2013,RenaultMegane
37652,Renault,ZOE,Electric,Automatic,Used,7495,92,2014,RenaultZOE
50100,Renault,Megane,Gasoline,Manual,Used,7880,110,2014,RenaultMegane
29700,Renault,ZOE,Electric,Automatic,Used,7495,92,2016,RenaultZOE
30650,Renault,ZOE,Electric,Automatic,Used,7495,92,2016,RenaultZOE
47300,Renault,Clio,Diesel,Manual,Used,7500,75,2016,RenaultClio
57306,Renault,Clio,Gasoline,Manual,Used,7880,73,2016,RenaultClio
25000,Renault,Megane,Gasoline,Manual,Demonstration,14990,132,2017,RenaultMegane
142000,Renault,Clio,Gasoline,Manual,Used,3200,75,2011,RenaultClio
125000,Renault,Twingo,Gasoline,Manual,Used,3450,75,2011,RenaultTwingo
148467,Renault,Scenic,LPG,Automatic,Used,3490,140,2011,RenaultScenic
100000,Renault,Clio,Gasoline,Manual,Used,4100,75,2012,RenaultClio
66400,Renault,Twingo,Gasoline,Manual,Used,4350,75,2012,RenaultTwingo
68393,Renault,Twingo,Gasoline,Manual,Used,4450,75,2013,RenaultTwingo
43000,Renault,Twingo,Gasoline,Manual,Used,4490,75,2013,RenaultTwingo
84000,Renault,ZOE,Electric,Automatic,Used,4500,58,2013,RenaultZOE
101000,Renault,Scenic,Gasoline,Manual,Used,4990,132,2014,RenaultScenic
56350,Renault,Twingo,Gasoline,Manual,Used,4999,75,2014,RenaultTwingo
120000,Renault,Twingo,Gasoline,Manual,Used,4500,71,2015,RenaultTwingo
125000,Renault,Twingo,Gasoline,Manual,Used,3450,75,2011,RenaultTwingo
58000,Renault,Twingo,Gasoline,Manual,Used,3500,75,2011,RenaultTwingo
97000,Renault,Twingo,Gasoline,Manual,Used,3600,75,2012,RenaultTwingo
79000,Renault,Twingo,Gasoline,Manual,Used,3700,75,2012,RenaultTwingo
64200,Renault,ZOE,Electric,Automatic,Used,4400,88,2013,RenaultZOE
63500,Renault,Twingo,Gasoline,Manual,Used,4444,75,2013,RenaultTwingo
52000,Renault,Twingo,Gasoline,Manual,Used,4450,75,2013,RenaultTwingo
78944,Renault,Twingo,Gasoline,Manual,Used,4490,75,2013,RenaultTwingo
63000,Renault,Twingo,Gasoline,Manual,Used,4750,75,2014,RenaultTwingo
264000,Renault,Clio,Diesel,Manual,Used,4950,90,2015,RenaultClio
66336,Renault,Megane,Diesel,Manual,Used,8898,110,2014,RenaultMegane
38500,Renault,Twingo,Gasoline,Manual,Used,7700,71,2016,RenaultTwingo
45990,Renault,Clio,Gasoline,Manual,Used,9300,76,2019,RenaultClio
37000,Renault,Clio,Gasoline,Manual,Used,9890,90,2019,RenaultClio
2500,Renault,Twingo,Gasoline,Manual,Demonstration,9990,73,2020,RenaultTwingo
67000,Renault,Twingo,Gasoline,Manual,Used,3590,75,2011,RenaultTwingo
173000,Renault,Twingo,Gasoline,Automatic,Used,3600,75,2011,RenaultTwingo
41900,Renault,Twingo,Gasoline,Manual,Used,3700,58,2011,RenaultTwingo
88000,Renault,Twingo,Gasoline,Manual,Used,3950,75,2012,RenaultTwingo
101000,Renault,Twingo,Gasoline,Manual,Used,3990,75,2012,RenaultTwingo
78999,Renault,Clio,Gasoline,Manual,Used,3999,75,2012,RenaultClio
162796,Renault,Clio,Diesel,Manual,Used,3999,106,2012,RenaultClio
57210,Renault,Twingo,Gasoline,Manual,Used,4958,75,2013,RenaultTwingo
49500,Renault,Clio,Gasoline,Manual,Used,4987,75,2013,RenaultClio
55000,Renault,Twingo,Gasoline,Manual,Used,5200,75,2014,RenaultTwingo
79500,Renault,Twingo,Gasoline,Manual,Used,5600,73,2015,RenaultTwingo
97000,Renault,Twingo,Gasoline,Manual,Used,5790,90,2015,RenaultTwingo
107900,Renault,Clio,Gasoline,Manual,Used,5860,73,2015,RenaultClio
53700,Renault,Twingo,Gasoline,Manual,Used,5980,71,2015,RenaultTwingo
56780,Renault,Captur,Diesel,Automatic,Used,12980,90,2016,RenaultCaptur
28700,Renault,Captur,Gasoline,Automatic,Used,14970,118,2017,RenaultCaptur
126088,Renault,Scenic,Gasoline,Manual,Used,5100,131,2011,RenaultScenic
150000,Renault,Megane,Diesel,Manual,Used,5500,110,2011,RenaultMegane
161350,Renault,Scenic,Diesel,Automatic,Used,5480,110,2012,RenaultScenic
81600,Renault,Clio,Gasoline,Manual,Used,6990,90,2013,RenaultClio
59384,Renault,ZOE,Electric,Automatic,Used,6990,58,2014,RenaultZOE
101500,Renault,Megane,Diesel,Manual,Used,6999,110,2014,RenaultMegane
69000,Renault,Clio,Gasoline,Manual,Used,7250,90,2014,RenaultClio
52457,Renault,ZOE,Electric,Automatic,Used,7975,92,2015,RenaultZOE
33600,Renault,Clio,Gasoline,Manual,Used,7990,73,2015,RenaultClio
108000,Renault,Megane,Diesel,Manual,Used,7990,110,2015,RenaultMegane
26197,Renault,Twingo,Gasoline,Manual,Used,6980,71,2016,RenaultTwingo
41500,Renault,Twingo,Gasoline,Manual,Used,7390,71,2016,RenaultTwingo
187000,Renault,Scenic,Diesel,Manual,Used,4570,131,2011,RenaultScenic
165589,Renault,Kangoo,Diesel,Manual,Used,4590,86,2011,RenaultKangoo
133824,Renault,Clio,Gasoline,Manual,Used,5500,90,2012,RenaultClio
84300,Renault,Megane,Diesel,Manual,Used,6299,110,2013,RenaultMegane
49000,Renault,Twingo,Gasoline,Manual,Used,6000,71,2014,RenaultTwingo
80000,Renault,ZOE,Electric,Automatic,Used,6088,88,2014,RenaultZOE
86000,Renault,Clio,Gasoline,Manual,Used,6300,90,2015,RenaultClio
33000,Renault,Twingo,Gasoline,Manual,Used,6600,71,2015,RenaultTwingo
51432,Renault,Clio,Gasoline,Manual,Used,8900,90,2016,RenaultClio
36688,Renault,Clio,Gasoline,Manual,Used,8950,90,2016,RenaultClio
46400,Renault,Twingo,Gasoline,Automatic,Used,10500,90,2016,RenaultTwingo
79006,Renault,Scenic,Gasoline,Manual,Used,6250,131,2011,RenaultScenic
77000,Renault,Megane,Diesel,Manual,Used,7000,110,2012,RenaultMegane
85000,Renault,Captur,Gasoline,Manual,Used,7990,90,2013,RenaultCaptur
122755,Renault,Megane,Gasoline,Manual,Used,8200,190,2013,RenaultMegane
128040,Renault,Scenic,Diesel,Manual,Used,8890,110,2015,RenaultScenic
43000,Renault,Captur,Gasoline,Manual,Used,9190,90,2015,RenaultCaptur
69500,Renault,Scenic,Diesel,Manual,Used,9400,110,2015,RenaultScenic
32000,Renault,Twingo,Gasoline,Manual,Used,8200,90,2016,RenaultTwingo
35000,Renault,Clio,Diesel,Manual,Used,8500,75,2016,RenaultClio
34000,Renault,Clio,Diesel,Manual,Used,8500,75,2016,RenaultClio
79900,Renault,Scenic,Gasoline,Manual,Used,7888,131,2013,RenaultScenic
65000,Renault,Megane,Gasoline,Manual,Used,7998,110,2015,RenaultMegane
60545,Renault,Scenic,Gasoline,Manual,Used,7999,132,2015,RenaultScenic
43192,Renault,Megane,Gasoline,Manual,Used,8380,116,2015,RenaultMegane
23188,Renault,Clio,Gasoline,Manual,Used,7950,73,2016,RenaultClio
60000,Renault,Clio,Gasoline,Manual,Used,7980,75,2016,RenaultClio
73920,Renault,Clio,Gasoline,Manual,Used,7980,73,2016,RenaultClio
33862,Renault,Twingo,Gasoline,Manual,Used,6995,69,2017,RenaultTwingo
17593,Renault,ZOE,Electric,Automatic,Used,7495,92,2017,RenaultZOE
104500,Renault,Twingo,Gasoline,Manual,Used,3750,75,2011,RenaultTwingo
79000,Renault,Clio,Gasoline,Manual,Used,4490,75,2012,RenaultClio
96741,Renault,Clio,Gasoline,Manual,Used,4490,75,2012,RenaultClio
202000,Renault,Scenic,Diesel,Automatic,Used,4499,110,2012,RenaultScenic
51400,Renault,Twingo,Gasoline,Manual,Used,4650,75,2013,RenaultTwingo
46900,Renault,Twingo,Gasoline,Manual,Used,4700,75,2013,RenaultTwingo
70550,Renault,Twingo,Gasoline,Manual,Used,5200,71,2014,RenaultTwingo
113000,Renault,Clio,Gasoline,Manual,Used,5200,73,2014,RenaultClio
165999,Renault,Megane,Diesel,Manual,Used,5250,95,2014,RenaultMegane
72000,Renault,Twingo,Gasoline,Manual,Used,5250,75,2014,RenaultTwingo
19498,Renault,Clio,Gasoline,Automatic,Used,18990,131,2020,RenaultClio
17000,Renault,Megane,Gasoline,Manual,Used,18990,140,2020,RenaultMegane
12379,Renault,Megane,Gasoline,Manual,Used,19490,140,2020,RenaultMegane
193000,Renault,Megane,Diesel,Manual,Used,3600,110,2011,RenaultMegane
91000,Renault,Twingo,Gasoline,Automatic,Used,3750,75,2011,RenaultTwingo
71850,Renault,Clio,Gasoline,Manual,Used,3750,75,2011,RenaultClio
136000,Renault,Kangoo,Diesel,Manual,Used,3800,68,2011,RenaultKangoo
169000,Renault,Scenic,Diesel,Manual,Used,4000,110,2012,RenaultScenic
95270,Renault,Twingo,Gasoline,Manual,Used,4200,75,2012,RenaultTwingo
99000,Renault,Twingo,Gasoline,Manual,Used,4999,71,2014,RenaultTwingo
56350,Renault,Twingo,Gasoline,Manual,Used,4999,75,2014,RenaultTwingo
70550,Renault,Twingo,Gasoline,Manual,Used,5200,71,2014,RenaultTwingo
165999,Renault,Megane,Diesel,Manual,Used,5250,95,2014,RenaultMegane
98000,Renault,Twingo,Gasoline,Manual,Used,5300,71,2014,RenaultTwingo
52000,Renault,Twingo,Gasoline,Manual,Used,5350,71,2015,RenaultTwingo
72000,Renault,Twingo,Gasoline,Manual,Used,5400,71,2015,RenaultTwingo
115000,Renault,Twingo,Gasoline,Manual,Used,5490,71,2015,RenaultTwingo
43400,Renault,Scenic,Gasoline,Manual,Used,7490,110,2012,RenaultScenic
58000,Renault,Megane,Gasoline,Manual,Used,8490,116,2015,RenaultMegane
104660,Renault,Scenic,Diesel,Manual,Used,8890,110,2015,RenaultScenic
100000,Renault,Kangoo,Diesel,Manual,Used,7995,90,2016,RenaultKangoo
30400,Renault,ZOE,Electric,Automatic,Used,7999,88,2016,RenaultZOE
5831,Renault,Clio,Diesel,Manual,Used,12600,90,2017,RenaultClio
6000,Renault,Twingo,Gasoline,Manual,Demonstration,9890,73,2019,RenaultTwingo
6635,Renault,Twingo,Gasoline,Manual,Demonstration,9890,73,2019,RenaultTwingo
7214,Renault,Twingo,Gasoline,Manual,Demonstration,10290,73,2019,RenaultTwingo
39000,Renault,Clio,Gasoline,Manual,Used,10300,90,2019,RenaultClio
3000,Renault,Twingo,Gasoline,Manual,Pre-registered,10790,73,2020,RenaultTwingo
10,Renault,Twingo,Gasoline,Manual,Demonstration,10890,73,2020,RenaultTwingo
10,Renault,Twingo,Gasoline,Manual,Demonstration,11090,73,2020,RenaultTwingo
10,Renault,Twingo,Gasoline,Manual,Demonstration,11090,73,2020,RenaultTwingo
10,Renault,Twingo,Gasoline,Manual,Demonstration,11090,73,2020,RenaultTwingo
4930,Renault,Twingo,Gasoline,Manual,Demonstration,11490,73,2020,RenaultTwingo
10,Renault,Clio,Gasoline,Manual,Used,13990,67,2021,RenaultClio
20,Renault,Clio,Gasoline,Manual,Used,14290,65,2021,RenaultClio
10,Renault,ZOE,Electric,Automatic,Used,14990,109,2021,RenaultZOE
132600,Renault,Clio,Gasoline,Manual,Used,3900,75,2011,RenaultClio
159000,Renault,Megane,Gasoline,Manual,Used,3990,110,2011,RenaultMegane
45800,Renault,Twingo,Gasoline,Manual,Used,5000,75,2013,RenaultTwingo
104000,Renault,Twingo,Gasoline,Manual,Used,5700,90,2014,RenaultTwingo
77000,Renault,Twingo,Gasoline,Manual,Used,5990,71,2015,RenaultTwingo
37000,Renault,Twingo,Gasoline,Manual,Used,5999,71,2015,RenaultTwingo
63000,Renault,Scenic,Diesel,Manual,Used,13799,110,2018,RenaultScenic
80000,Renault,Scenic,Gasoline,Manual,Used,7500,116,2013,RenaultScenic
98000,Renault,Scenic,Diesel,Manual,Used,8340,110,2015,RenaultScenic
96500,Renault,Megane,Diesel,Automatic,Used,8450,110,2015,RenaultMegane
169000,Renault,Scenic,Diesel,Automatic,Used,5100,110,2011,RenaultScenic
94000,Renault,Clio,Gasoline,Manual,Used,6500,73,2013,RenaultClio
67000,Renault,Megane,Gasoline,Manual,Used,6700,116,2013,RenaultMegane
95000,Renault,Clio,Gasoline,Manual,Used,6500,90,2014,RenaultClio
64185,Renault,ZOE,Electric,Automatic,Used,6688,88,2015,RenaultZOE
96000,Renault,Clio,Gasoline,Manual,Used,6980,73,2015,RenaultClio
74000,Renault,Megane,Diesel,Automatic,Used,9749,110,2015,RenaultMegane
105500,Renault,Scenic,Gasoline,Manual,Used,9850,132,2015,RenaultScenic
80600,Renault,Megane,Diesel,Manual,Used,9980,163,2015,RenaultMegane
20000,Renault,Clio,Gasoline,Manual,Used,8900,75,2016,RenaultClio
41700,Renault,Twingo,Gasoline,Manual,Used,8950,90,2016,RenaultTwingo
300,Renault,Twingo,Gasoline,Manual,Demonstration,9990,65,2021,RenaultTwingo
10,Renault,Twingo,Gasoline,Manual,Pre-registered,9990,65,2021,RenaultTwingo
10,Renault,Twingo,Gasoline,Manual,Pre-registered,9990,65,2021,RenaultTwingo
