mileage,make,model,fuel,gear,offerType,price,hp,year,make_model
35,Skoda,Fabia,Gasoline,Manual,Pre-registered,15950,95,2021,SkodaFabia
105839,Skoda,Fabia,Gasoline,Manual,Used,6980,60,2011,SkodaFabia
157607,Skoda,Superb,Gasoline,Manual,Used,6990,125,2011,SkodaSuperb
60000,Skoda,Fabia,Diesel,Manual,Used,7490,105,2012,SkodaFabia
187000,Skoda,Octavia,Diesel,Automatic,Used,7600,140,2012,SkodaOctavia
116970,Skoda,Octavia,Diesel,Manual,Used,8599,140,2013,SkodaOctavia
124700,Skoda,Octavia,Diesel,Manual,Used,8750,105,2013,SkodaOctavia
40000,Skoda,Fabia,Gasoline,Manual,Used,7500,75,2016,SkodaFabia
93960,Skoda,Fabia,Gasoline,Manual,Used,7590,60,2016,SkodaFabia
43000,Skoda,Citigo,Gasoline,Manual,Used,7300,75,2017,SkodaCitigo
100,Skoda,Fabia,Gasoline,Manual,Pre-registered,12890,60,2021,SkodaFabia
29843,Skoda,Yeti,Gasoline,Automatic,Used,10980,105,2013,SkodaYeti
115000,Skoda,Octavia,Gasoline,Automatic,Used,11490,179,2014,SkodaOctavia
97000,Skoda,Yeti,Gasoline,Manual,Used,12590,125,2015,SkodaYeti
58500,Skoda,Fabia,Gasoline,Manual,Used,12600,110,2015,SkodaFabia
106360,Skoda,Superb,Diesel,Automatic,Used,12800,140,2015,SkodaSuperb
99000,Skoda,Fabia,Gasoline,Manual,Used,9200,95,2017,SkodaFabia
94000,Skoda,Fabia,Gasoline,Manual,Used,9200,95,2017,SkodaFabia
23700,Skoda,Fabia,Gasoline,Manual,Used,13500,95,2019,SkodaFabia
17700,Skoda,Fabia,Gasoline,Manual,Used,13750,95,2019,SkodaFabia
3160,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,14800,110,2019,SkodaRapid/Spaceback
12900,Skoda,Fabia,Gasoline,Manual,Used,15500,95,2019,SkodaFabia
23060,Skoda,Octavia,Gasoline,Manual,Used,19860,150,2020,SkodaOctavia
18754,Skoda,Octavia,Gasoline,Manual,Used,19870,150,2020,SkodaOctavia
9,Skoda,Fabia,Gasoline,Manual,Employee's car,14390,95,2021,SkodaFabia
1040,Skoda,Fabia,Gasoline,Manual,Employee's car,14945,95,2021,SkodaFabia
1100,Skoda,Fabia,Gasoline,Manual,Employee's car,14945,95,2021,SkodaFabia
1010,Skoda,Fabia,Gasoline,Manual,Employee's car,14945,95,2021,SkodaFabia
246000,Skoda,Superb,Diesel,Automatic,Used,10900,140,2011,SkodaSuperb
95000,Skoda,Octavia,Gasoline,Automatic,Used,10990,122,2013,SkodaOctavia
56900,Skoda,Octavia,Diesel,Manual,Used,10800,110,2015,SkodaOctavia
63253,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,10890,86,2015,SkodaRapid/Spaceback
39068,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,10899,105,2015,SkodaRapid/Spaceback
57003,Skoda,Yeti,Gasoline,Manual,Used,10990,105,2015,SkodaYeti
51558,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9900,90,2016,SkodaRapid/Spaceback
274115,Skoda,Octavia,Diesel,Manual,Used,8999,150,2017,SkodaOctavia
55400,Skoda,Fabia,Gasoline,Manual,Used,9250,95,2017,SkodaFabia
48500,Skoda,Citigo,Gasoline,Manual,Used,9352,60,2017,SkodaCitigo
221553,Skoda,Octavia,Diesel,Manual,Used,5990,105,2013,SkodaOctavia
358000,Skoda,Octavia,Diesel,Automatic,Used,5999,150,2013,SkodaOctavia
41440,Skoda,Fabia,Gasoline,Manual,Used,6470,60,2014,SkodaFabia
72467,Skoda,Fabia,Gasoline,Manual,Used,6950,60,2015,SkodaFabia
9800,Skoda,Citigo,Gasoline,Manual,Used,6980,60,2015,SkodaCitigo
1,Skoda,Octavia,Gasoline,Manual,Used,24399,150,2020,SkodaOctavia
1,Skoda,Octavia,Gasoline,Manual,Used,24399,150,2020,SkodaOctavia
238400,Skoda,Octavia,Diesel,Manual,Used,4670,110,2011,SkodaOctavia
221553,Skoda,Octavia,Diesel,Manual,Used,5990,105,2013,SkodaOctavia
92350,Skoda,Citigo,Gasoline,Manual,Used,5999,60,2013,SkodaCitigo
17000,Skoda,Fabia,Gasoline,Manual,Used,6490,60,2014,SkodaFabia
24000,Skoda,Citigo,Gasoline,Manual,Used,6500,60,2016,SkodaCitigo
35365,Skoda,Citigo,Gasoline,Manual,Used,6590,60,2016,SkodaCitigo
136676,Skoda,Superb,Diesel,Automatic,Used,17955,150,2017,SkodaSuperb
60008,Skoda,Fabia,Gasoline,Manual,Used,8950,60,2018,SkodaFabia
5,Skoda,Fabia,Gasoline,Manual,Pre-registered,15950,105,2021,SkodaFabia
33,Skoda,Fabia,Gasoline,Automatic,Used,17240,95,2021,SkodaFabia
134000,Skoda,Octavia,Diesel,Automatic,Used,11980,150,2013,SkodaOctavia
176356,Skoda,Octavia,Diesel,Manual,Used,11480,150,2015,SkodaOctavia
96000,Skoda,Yeti,Gasoline,Manual,Used,11850,105,2015,SkodaYeti
108320,Skoda,Octavia,Diesel,Manual,Used,9880,110,2016,SkodaOctavia
65114,Skoda,Rapid/Spaceback,Diesel,Automatic,Used,9900,90,2016,SkodaRapid/Spaceback
48953,Skoda,Fabia,Gasoline,Manual,Used,8499,60,2017,SkodaFabia
118335,Skoda,Rapid/Spaceback,Diesel,Manual,Used,9880,90,2018,SkodaRapid/Spaceback
122600,Skoda,Fabia,Diesel,Manual,Used,9980,90,2018,SkodaFabia
12900,Skoda,Fabia,Gasoline,Manual,Demonstration,13789,110,2019,SkodaFabia
8500,Skoda,Fabia,Gasoline,Manual,Demonstration,13789,110,2019,SkodaFabia
41800,Skoda,Fabia,Gasoline,Automatic,Used,13800,110,2019,SkodaFabia
17900,Skoda,Fabia,Gasoline,Manual,Used,13970,95,2019,SkodaFabia
10,Skoda,Fabia,Gasoline,Manual,Used,14490,95,2020,SkodaFabia
5000,Skoda,Fabia,Gasoline,Manual,Demonstration,14900,60,2020,SkodaFabia
20,Skoda,Fabia,Gasoline,Automatic,Pre-registered,17550,95,2021,SkodaFabia
48600,Skoda,Fabia,Gasoline,Manual,Used,5200,69,2011,SkodaFabia
200212,Skoda,Octavia,Diesel,Manual,Used,5859,110,2012,SkodaOctavia
36800,Skoda,Citigo,Gasoline,Manual,Used,5900,60,2012,SkodaCitigo
48700,Skoda,Citigo,Gasoline,Manual,Used,7430,75,2014,SkodaCitigo
147350,Skoda,Rapid/Spaceback,Diesel,Manual,Used,7650,116,2015,SkodaRapid/Spaceback
15990,Skoda,Citigo,Gasoline,Manual,Used,7430,60,2016,SkodaCitigo
102796,Skoda,Fabia,Gasoline,Manual,Used,8999,95,2017,SkodaFabia
49760,Skoda,Fabia,Gasoline,Manual,Used,9399,95,2017,SkodaFabia
20,Skoda,Citigo,Gasoline,Manual,Used,12288,75,2019,SkodaCitigo
15850,Skoda,Octavia,Gasoline,Manual,Used,21890,150,2020,SkodaOctavia
79665,Skoda,Yeti,Gasoline,Manual,Used,8560,105,2012,SkodaYeti
64900,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9900,105,2013,SkodaRapid/Spaceback
88197,Skoda,Octavia,Diesel,Automatic,Used,10470,105,2014,SkodaOctavia
11500,Skoda,Fabia,Gasoline,Manual,Used,9999,60,2016,SkodaFabia
28494,Skoda,Fabia,Gasoline,Manual,Used,8450,60,2017,SkodaFabia
10,Skoda,Fabia,Gasoline,Automatic,Pre-registered,16139,95,2021,SkodaFabia
10,Skoda,Fabia,Gasoline,Automatic,Pre-registered,16239,95,2021,SkodaFabia
10,Skoda,Fabia,Gasoline,Automatic,Pre-registered,16490,95,2021,SkodaFabia
20,Skoda,Fabia,Gasoline,Manual,Pre-registered,16570,95,2021,SkodaFabia
10,Skoda,Fabia,Gasoline,Automatic,Pre-registered,16782,95,2021,SkodaFabia
79500,Skoda,Yeti,Gasoline,Manual,Used,7200,105,2011,SkodaYeti
159300,Skoda,Yeti,Diesel,Manual,Used,7800,110,2012,SkodaYeti
94000,Skoda,Octavia,Gasoline,Manual,Used,8999,105,2014,SkodaOctavia
60000,Skoda,Octavia,Gasoline,Manual,Used,9450,105,2014,SkodaOctavia
89900,Skoda,Fabia,Gasoline,Manual,Used,7750,60,2017,SkodaFabia
33000,Skoda,Citigo,Gasoline,Manual,Used,6450,60,2018,SkodaCitigo
30500,Skoda,Yeti,Gasoline,Manual,Used,11800,122,2014,SkodaYeti
92000,Skoda,Octavia,Diesel,Manual,Used,12950,150,2015,SkodaOctavia
120000,Skoda,Yeti,Gasoline,Manual,Used,12980,160,2015,SkodaYeti
114000,Skoda,Superb,Diesel,Automatic,Used,12990,170,2015,SkodaSuperb
61621,Skoda,Octavia,Diesel,Manual,Used,11400,150,2016,SkodaOctavia
91000,Skoda,Octavia,Gasoline,Manual,Used,11599,150,2016,SkodaOctavia
73515,Skoda,Fabia,Gasoline,Manual,Used,9600,95,2017,SkodaFabia
83000,Skoda,Fabia,Gasoline,Manual,Used,9690,95,2018,SkodaFabia
72000,Skoda,Octavia,Gasoline,Manual,Used,9790,86,2018,SkodaOctavia
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,20330,110,2020,SkodaFabia
10700,Skoda,Octavia,Gasoline,Automatic,Used,20480,131,2020,SkodaOctavia
99350,Skoda,Octavia,Gasoline,Automatic,Used,9990,160,2012,SkodaOctavia
66475,Skoda,Octavia,Diesel,Manual,Used,11990,150,2013,SkodaOctavia
42337,Skoda,Octavia,Gasoline,Manual,Used,11500,105,2014,SkodaOctavia
50590,Skoda,Octavia,Gasoline,Manual,Used,11480,110,2015,SkodaOctavia
55558,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9990,110,2016,SkodaRapid/Spaceback
48800,Skoda,Fabia,Gasoline,Manual,Used,9650,95,2017,SkodaFabia
22578,Skoda,Fabia,Gasoline,Manual,Used,9490,60,2018,SkodaFabia
16400,Skoda,Citigo,Gasoline,Manual,Used,8880,60,2019,SkodaCitigo
126000,Skoda,Fabia,Gasoline,Manual,Used,4700,86,2011,SkodaFabia
175010,Skoda,Citigo,Gasoline,Automatic,Used,5999,75,2013,SkodaCitigo
92350,Skoda,Citigo,Gasoline,Manual,Used,5999,60,2013,SkodaCitigo
190000,Skoda,Octavia,Gasoline,Manual,Used,6600,105,2014,SkodaOctavia
127820,Skoda,Fabia,Gasoline,Manual,Used,6680,69,2014,SkodaFabia
121900,Skoda,Rapid/Spaceback,Diesel,Manual,Used,6700,90,2014,SkodaRapid/Spaceback
73650,Skoda,Citigo,Gasoline,Semi-automatic,Used,6990,75,2015,SkodaCitigo
40100,Skoda,Fabia,Gasoline,Manual,Used,7000,60,2015,SkodaFabia
88649,Skoda,Superb,Diesel,Automatic,Used,21875,190,2018,SkodaSuperb
1,Skoda,Octavia,Gasoline,Manual,Used,24999,150,2020,SkodaOctavia
1,Skoda,Octavia,Gasoline,Manual,Used,24999,150,2020,SkodaOctavia
1,Skoda,Octavia,Gasoline,Manual,Used,24999,150,2020,SkodaOctavia
10,Skoda,Fabia,Gasoline,Automatic,Pre-registered,20500,110,2021,SkodaFabia
175000,Skoda,Octavia,Diesel,Manual,Used,4900,105,2011,SkodaOctavia
297000,Skoda,Yeti,Diesel,Automatic,Used,4900,140,2011,SkodaYeti
228500,Skoda,Superb,Gasoline,Manual,Used,4900,125,2011,SkodaSuperb
95000,Skoda,Fabia,Gasoline,Manual,Used,6000,86,2013,SkodaFabia
154274,Skoda,Octavia,Diesel,Manual,Used,6150,105,2013,SkodaOctavia
69155,Skoda,Citigo,Gasoline,Manual,Used,6200,60,2013,SkodaCitigo
85921,Skoda,Fabia,Gasoline,Manual,Used,6540,86,2014,SkodaFabia
127820,Skoda,Fabia,Gasoline,Manual,Used,6680,69,2014,SkodaFabia
111000,Skoda,Fabia,Gasoline,Manual,Used,6777,86,2014,SkodaFabia
31200,Skoda,Citigo,Gasoline,Manual,Used,6790,60,2016,SkodaCitigo
90914,Skoda,Fabia,Gasoline,Manual,Used,6790,60,2016,SkodaFabia
57690,Skoda,Citigo,Gasoline,Manual,Used,6799,75,2016,SkodaCitigo
47300,Skoda,Citigo,Gasoline,Manual,Used,6880,60,2016,SkodaCitigo
61500,Skoda,Citigo,Gasoline,Manual,Used,6880,60,2016,SkodaCitigo
38400,Skoda,Citigo,Gasoline,Manual,Used,6880,60,2016,SkodaCitigo
52500,Skoda,Citigo,Gasoline,Manual,Used,6880,60,2016,SkodaCitigo
68900,Skoda,Citigo,Gasoline,Manual,Used,6880,60,2016,SkodaCitigo
27730,Skoda,Fabia,Gasoline,Manual,Used,11650,95,2018,SkodaFabia
38000,Skoda,Fabia,Gasoline,Manual,Used,8750,75,2019,SkodaFabia
98121,Skoda,Superb,Gasoline,Manual,Used,12990,160,2013,SkodaSuperb
99989,Skoda,Yeti,Diesel,Manual,Used,13490,140,2013,SkodaYeti
141000,Skoda,Octavia,Diesel,Automatic,Used,13980,184,2014,SkodaOctavia
150700,Skoda,Octavia,Diesel,Manual,Used,12300,105,2015,SkodaOctavia
29772,Skoda,Fabia,Gasoline,Automatic,Used,12445,110,2015,SkodaFabia
147674,Skoda,Octavia,Diesel,Automatic,Used,9980,110,2016,SkodaOctavia
14780,Skoda,Fabia,Gasoline,Manual,Used,13990,95,2019,SkodaFabia
17900,Skoda,Fabia,Gasoline,Manual,Demonstration,14449,95,2019,SkodaFabia
9990,Skoda,Rapid/Spaceback,Gasoline,Manual,Demonstration,14490,95,2019,SkodaRapid/Spaceback
10,Skoda,Fabia,Gasoline,Manual,Used,14990,110,2020,SkodaFabia
10,Skoda,Fabia,Gasoline,Manual,Used,14990,110,2020,SkodaFabia
10500,Skoda,Fabia,Gasoline,Manual,Demonstration,15250,60,2020,SkodaFabia
94300,Skoda,Rapid/Spaceback,Diesel,Automatic,Used,11990,90,2017,SkodaRapid/Spaceback
58000,Skoda,Octavia,Diesel,Automatic,Used,19980,150,2019,SkodaOctavia
78000,Skoda,Fabia,Gasoline,Manual,Used,7500,105,2011,SkodaFabia
73000,Skoda,Yeti,Gasoline,Manual,Used,7599,105,2011,SkodaYeti
95614,Skoda,Octavia,Gasoline,Manual,Used,10790,140,2014,SkodaOctavia
49103,Skoda,Yeti,Diesel,Manual,Used,10890,105,2014,SkodaYeti
54080,Skoda,Octavia,Diesel,Manual,Used,10990,110,2015,SkodaOctavia
75000,Skoda,Fabia,Gasoline,Manual,Used,10499,110,2016,SkodaFabia
33913,Skoda,Fabia,Gasoline,Manual,Used,8990,75,2017,SkodaFabia
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,15990,95,2020,SkodaFabia
180000,Skoda,Octavia,Gasoline,Automatic,Used,7500,200,2011,SkodaOctavia
176000,Skoda,Octavia,Diesel,Automatic,Used,8480,140,2012,SkodaOctavia
210000,Skoda,Octavia,Diesel,Automatic,Used,9000,150,2013,SkodaOctavia
81584,Skoda,Octavia,Diesel,Manual,Used,9300,105,2015,SkodaOctavia
216186,Skoda,Fabia,Diesel,Automatic,Used,7990,90,2016,SkodaFabia
75951,Skoda,Fabia,Gasoline,Manual,Used,8480,90,2016,SkodaFabia
58273,Skoda,Citigo,Gasoline,Manual,Used,8190,60,2017,SkodaCitigo
108400,Skoda,Fabia,Diesel,Manual,Used,8470,90,2017,SkodaFabia
95000,Skoda,Fabia,Diesel,Manual,Used,7500,90,2018,SkodaFabia
20,Skoda,Fabia,Gasoline,Manual,Pre-registered,18590,110,2020,SkodaFabia
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,13577,80,2021,SkodaFabia
10,Skoda,Fabia,Gasoline,Manual,Employee's car,13890,95,2021,SkodaFabia
10,Skoda,Fabia,Gasoline,Manual,Employee's car,13890,95,2021,SkodaFabia
10,Skoda,Fabia,Gasoline,Manual,Employee's car,13890,95,2021,SkodaFabia
10,Skoda,Fabia,Gasoline,Manual,Employee's car,13890,95,2021,SkodaFabia
47100,Skoda,Yeti,Gasoline,Automatic,Used,11590,105,2013,SkodaYeti
127000,Skoda,Octavia,Gasoline,Automatic,Used,12480,140,2014,SkodaOctavia
141000,Skoda,Yeti,Diesel,Automatic,Used,12490,140,2014,SkodaYeti
74700,Skoda,Octavia,Gasoline,Manual,Used,13490,140,2015,SkodaOctavia
36000,Skoda,Octavia,Gasoline,Automatic,Used,13690,110,2015,SkodaOctavia
26000,Skoda,Fabia,Gasoline,Manual,Used,10000,95,2018,SkodaFabia
16500,Skoda,Octavia,Gasoline,Manual,Used,21440,150,2020,SkodaOctavia
13800,Skoda,Octavia,Gasoline,Manual,Used,21480,150,2020,SkodaOctavia
10,Skoda,Octavia,Gasoline,Manual,Demonstration,22470,150,2020,SkodaOctavia
10,Skoda,Octavia,Gasoline,Manual,Demonstration,22470,150,2020,SkodaOctavia
0,Skoda,Fabia,Gasoline,Manual,Pre-registered,15690,95,2021,SkodaFabia
9,Skoda,Fabia,Gasoline,Automatic,Employee's car,15690,95,2021,SkodaFabia
75,Skoda,Fabia,Gasoline,Manual,Pre-registered,15690,95,2021,SkodaFabia
10,Skoda,Fabia,Gasoline,Manual,Pre-registered,15730,95,2021,SkodaFabia
50,Skoda,Fabia,Gasoline,Manual,Pre-registered,15790,60,2021,SkodaFabia
50,Skoda,Fabia,Gasoline,Manual,Pre-registered,15850,95,2021,SkodaFabia
1060,Skoda,Fabia,Gasoline,Manual,Employee's car,15945,95,2021,SkodaFabia
1050,Skoda,Fabia,Gasoline,Manual,Employee's car,15945,95,2021,SkodaFabia
50,Skoda,Fabia,Gasoline,Manual,Demonstration,15960,95,2021,SkodaFabia
0,Skoda,Fabia,Gasoline,Manual,Pre-registered,15990,95,2021,SkodaFabia
100500,Skoda,Superb,Diesel,Automatic,Used,12490,140,2013,SkodaSuperb
94872,Skoda,Octavia,Gasoline,Manual,Used,12900,140,2013,SkodaOctavia
66787,Skoda,Octavia,Diesel,Automatic,Used,12990,140,2013,SkodaOctavia
109000,Skoda,Octavia,Diesel,Manual,Used,11990,150,2014,SkodaOctavia
51000,Skoda,Octavia,Gasoline,Automatic,Used,11990,140,2014,SkodaOctavia
71345,Skoda,Rapid/Spaceback,Gasoline,Automatic,Used,11860,122,2015,SkodaRapid/Spaceback
55200,Skoda,Fabia,Gasoline,Automatic,Used,11990,110,2015,SkodaFabia
78000,Skoda,Yeti,Diesel,Manual,Used,11990,110,2015,SkodaYeti
37600,Skoda,Fabia,Gasoline,Manual,Used,10349,90,2016,SkodaFabia
70191,Skoda,Rapid/Spaceback,Diesel,Manual,Used,10480,116,2016,SkodaRapid/Spaceback
89480,Skoda,Fabia,Diesel,Manual,Used,10480,90,2016,SkodaFabia
44576,Skoda,Fabia,Gasoline,Manual,Used,10490,90,2016,SkodaFabia
13200,Skoda,Fabia,Gasoline,Manual,Used,9790,60,2017,SkodaFabia
27888,Skoda,Fabia,Gasoline,Manual,Used,9900,75,2018,SkodaFabia
18587,Skoda,Fabia,Gasoline,Manual,Used,9930,60,2018,SkodaFabia
17939,Skoda,Fabia,Gasoline,Manual,Used,9600,60,2019,SkodaFabia
17640,Skoda,Fabia,Gasoline,Manual,Used,9990,75,2019,SkodaFabia
195100,Skoda,Yeti,Gasoline,Manual,Used,4850,105,2011,SkodaYeti
76752,Skoda,Fabia,Gasoline,Manual,Used,4850,60,2011,SkodaFabia
170042,Skoda,Yeti,Gasoline,Manual,Used,4890,105,2011,SkodaYeti
297000,Skoda,Yeti,Diesel,Automatic,Used,4900,140,2011,SkodaYeti
154274,Skoda,Octavia,Diesel,Manual,Used,6150,105,2013,SkodaOctavia
105000,Skoda,Fabia,Gasoline,Manual,Used,6250,86,2013,SkodaFabia
48547,Skoda,Citigo,Gasoline,Manual,Used,6290,75,2013,SkodaCitigo
240000,Skoda,Octavia,Gasoline,Manual,Used,6898,140,2014,SkodaOctavia
61000,Skoda,Citigo,Gasoline,Manual,Used,7250,75,2015,SkodaCitigo
114850,Skoda,Fabia,Gasoline,Manual,Used,7280,75,2015,SkodaFabia
65000,Skoda,Octavia,Diesel,Automatic,Used,25550,184,2018,SkodaOctavia
50400,Skoda,Fabia,Gasoline,Manual,Used,9330,75,2019,SkodaFabia
162507,Skoda,Fabia,Gasoline,Manual,Used,4999,86,2011,SkodaFabia
241655,Skoda,Octavia,Diesel,Manual,Used,5490,140,2012,SkodaOctavia
221190,Skoda,Octavia,Diesel,Automatic,Used,5500,140,2012,SkodaOctavia
91240,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,6400,86,2013,SkodaRapid/Spaceback
114850,Skoda,Fabia,Gasoline,Manual,Used,7280,75,2015,SkodaFabia
21900,Skoda,Citigo,Gasoline,Manual,Used,6990,60,2016,SkodaCitigo
62080,Skoda,Octavia,Diesel,Manual,Used,15970,150,2018,SkodaOctavia
57337,Skoda,Octavia,Diesel,Manual,Used,15970,150,2018,SkodaOctavia
57000,Skoda,Yeti,Gasoline,Manual,Used,12500,110,2015,SkodaYeti
121500,Skoda,Yeti,Diesel,Manual,Used,12550,105,2015,SkodaYeti
64700,Skoda,Octavia,Diesel,Manual,Used,12900,150,2015,SkodaOctavia
65700,Skoda,Fabia,Gasoline,Manual,Used,10400,90,2016,SkodaFabia
196281,Skoda,Octavia,Diesel,Manual,Used,10590,150,2018,SkodaOctavia
4490,Skoda,Fabia,Gasoline,Manual,Demonstration,15450,95,2020,SkodaFabia
20500,Skoda,Fabia,Gasoline,Manual,Used,15489,95,2020,SkodaFabia
6500,Skoda,Fabia,Gasoline,Manual,Demonstration,15489,95,2020,SkodaFabia
500,Skoda,Fabia,Gasoline,Manual,Demonstration,18489,95,2021,SkodaFabia
250000,Skoda,Yeti,Diesel,Manual,Used,5750,110,2011,SkodaYeti
262000,Skoda,Superb,Diesel,Manual,Used,7500,140,2013,SkodaSuperb
91200,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,7600,105,2014,SkodaRapid/Spaceback
82000,Skoda,Fabia,Diesel,Manual,Used,8190,90,2015,SkodaFabia
107000,Skoda,Rapid/Spaceback,Diesel,Manual,Used,7900,90,2016,SkodaRapid/Spaceback
103000,Skoda,Octavia,Diesel,Automatic,Used,15890,150,2017,SkodaOctavia
89500,Skoda,Octavia,Gasoline,Automatic,Used,16290,179,2017,SkodaOctavia
60800,Skoda,Octavia,Gasoline,Manual,Used,16890,150,2017,SkodaOctavia
81900,Skoda,Octavia,Diesel,Automatic,Used,16990,150,2017,SkodaOctavia
45300,Skoda,Octavia,Gasoline,Automatic,Used,17890,150,2017,SkodaOctavia
110000,Skoda,Superb,Diesel,Automatic,Used,17890,150,2017,SkodaSuperb
18350,Skoda,Octavia,Diesel,Manual,Used,17990,116,2017,SkodaOctavia
185000,Skoda,Superb,Diesel,Manual,Used,7900,170,2011,SkodaSuperb
79250,Skoda,Yeti,Diesel,Manual,Used,11300,110,2014,SkodaYeti
98000,Skoda,Rapid/Spaceback,Gasoline,Automatic,Used,8990,90,2017,SkodaRapid/Spaceback
29330,Skoda,Citigo,Gasoline,Manual,Used,9450,75,2017,SkodaCitigo
21165,Skoda,Fabia,Gasoline,Manual,Used,12221,95,2018,SkodaFabia
6,Skoda,Fabia,Gasoline,Automatic,Pre-registered,16975,95,2021,SkodaFabia
6,Skoda,Fabia,Gasoline,Automatic,Pre-registered,16975,95,2021,SkodaFabia
124998,Skoda,Octavia,Gasoline,Manual,Used,7990,122,2011,SkodaOctavia
153550,Skoda,Superb,Gasoline,Automatic,Used,8590,160,2012,SkodaSuperb
98520,Skoda,Yeti,Gasoline,Automatic,Used,9790,105,2013,SkodaYeti
137000,Skoda,Octavia,Diesel,Manual,Used,9900,150,2013,SkodaOctavia
50000,Skoda,Octavia,Gasoline,Manual,Used,9990,140,2014,SkodaOctavia
10,Skoda,Fabia,Gasoline,Manual,Employee's car,13890,95,2021,SkodaFabia
10,Skoda,Fabia,Gasoline,Manual,Employee's car,13890,95,2021,SkodaFabia
57700,Skoda,Octavia,Gasoline,Automatic,Used,10500,122,2011,SkodaOctavia
129600,Skoda,Octavia,Diesel,Automatic,Used,12799,184,2014,SkodaOctavia
79211,Skoda,Octavia,Diesel,Manual,Used,12190,150,2016,SkodaOctavia
35350,Skoda,Fabia,Gasoline,Manual,Used,10700,75,2018,SkodaFabia
5900,Skoda,Octavia,Gasoline,Automatic,Demonstration,22990,131,2020,SkodaOctavia
0,Skoda,Fabia,Gasoline,Manual,Pre-registered,15990,95,2021,SkodaFabia
0,Skoda,Fabia,Gasoline,Manual,Pre-registered,15990,95,2021,SkodaFabia
20,Skoda,Fabia,Gasoline,Manual,Pre-registered,16190,95,2021,SkodaFabia
101536,Skoda,Superb,Diesel,Automatic,Used,11890,170,2012,SkodaSuperb
95632,Skoda,Octavia,Gasoline,Automatic,Used,13444,179,2013,SkodaOctavia
49000,Skoda,Octavia,Diesel,Manual,Used,13931,150,2013,SkodaOctavia
80650,Skoda,Yeti,Gasoline,Manual,Used,12500,122,2014,SkodaYeti
90000,Skoda,Octavia,Diesel,Automatic,Used,12700,105,2014,SkodaOctavia
27317,Skoda,Fabia,Gasoline,Manual,Used,12580,90,2015,SkodaFabia
85910,Skoda,Octavia,Gasoline,Manual,Used,12680,140,2015,SkodaOctavia
84690,Skoda,Fabia,Gasoline,Manual,Used,10753,110,2016,SkodaFabia
83000,Skoda,Octavia,-/- (Fuel),Manual,Used,10900,110,2016,SkodaOctavia
54625,Skoda,Fabia,Gasoline,Manual,Used,10900,60,2016,SkodaFabia
38933,Skoda,Fabia,Gasoline,Manual,Used,9950,60,2017,SkodaFabia
52118,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9990,95,2017,SkodaRapid/Spaceback
114661,Skoda,Fabia,Gasoline,Manual,Used,4950,69,2011,SkodaFabia
157000,Skoda,Octavia,Gasoline,Manual,Used,6900,105,2014,SkodaOctavia
52400,Skoda,Fabia,Gasoline,Manual,Used,7400,60,2015,SkodaFabia
108000,Skoda,Fabia,Gasoline,Manual,Used,4999,86,2011,SkodaFabia
162680,Skoda,Octavia,Diesel,Manual,Used,5750,105,2012,SkodaOctavia
79152,Skoda,Fabia,Diesel,Manual,Used,6950,75,2014,SkodaFabia
39179,Skoda,Fabia,Gasoline,Manual,Used,6979,86,2014,SkodaFabia
66000,Skoda,Fabia,Gasoline,Manual,Used,7590,75,2015,SkodaFabia
31199,Skoda,Fabia,Gasoline,Manual,Used,7200,60,2016,SkodaFabia
67037,Skoda,Octavia,Diesel,Automatic,Used,18880,150,2018,SkodaOctavia
87103,Skoda,Superb,Diesel,Manual,Used,18930,150,2018,SkodaSuperb
83000,Skoda,Octavia,Diesel,Manual,Used,14999,184,2014,SkodaOctavia
110000,Skoda,Superb,Diesel,Manual,Used,12985,140,2015,SkodaSuperb
172670,Skoda,Octavia,Diesel,Manual,Used,10580,150,2016,SkodaOctavia
116582,Skoda,Yeti,Gasoline,Manual,Used,10600,110,2016,SkodaYeti
10,Skoda,Fabia,Gasoline,Manual,Used,15891,110,2020,SkodaFabia
2200,Skoda,Fabia,Gasoline,Manual,Demonstration,18900,95,2021,SkodaFabia
1200,Skoda,Fabia,Gasoline,Manual,Used,18980,95,2021,SkodaFabia
500,Skoda,Fabia,Gasoline,Manual,Demonstration,19480,95,2021,SkodaFabia
176000,Skoda,Octavia,Diesel,Manual,Used,7990,105,2014,SkodaOctavia
51034,Skoda,Fabia,Gasoline,Manual,Used,8370,90,2015,SkodaFabia
70700,Skoda,Fabia,Gasoline,Manual,Used,8430,60,2015,SkodaFabia
58000,Skoda,Citigo,Gasoline,Manual,Used,7990,75,2016,SkodaCitigo
90000,Skoda,Superb,Diesel,Automatic,Used,20890,150,2017,SkodaSuperb
55999,Skoda,Superb,Diesel,Manual,Used,20980,150,2017,SkodaSuperb
